Մակնիշ,Մոդել,Գին(դրամ),Տարի,Վազքը,Մոդիֆիկացիան,Թափքը,Փոխանցման տուփը,Ղեկը,Շարժիչը,Գույնը,Սրահի գույնը,Շարժիչի ծավալը,Ձիաուժը,Մխոցների քանակը,Քարշակը,Դռների քանակը,Անվահեծերը,Մոտոժամը,"Բեռնատարողությունը, կգ / տ",Տեղադրված է
GMC,Acadia ,4560000,2011,150000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,16.01.2021
Infiniti,FX35 ,3216000,2003,147000  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Սև,3.5,,,Ետևի,,,,,16.01.2021
Honda,Elysion ,5280000,2009,190000  կմ ,Посн,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Աջ,Բենզին,Սպիտակ,,,,,,,,,,16.01.2021
Mazda,6 ,4560000,2014,97000  կմ ,2013-2014 touring,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,16.01.2021
Toyota,Alphard ,4896000,2006,120000  կմ ,Пшгсшпщи,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Աջ,Բենզին,Սպիտակ,,,,,,,,,,16.01.2021
Mazda,6 ,4512000,2014,100000  կմ ,2013-2014 touring,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,,,,,,,,,16.01.2021
Toyota,Alphard ,3312000,2005,60000  կմ ,Japan,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,16.01.2021
BMW,X5 ,8064000,2010,148000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,16.01.2021
BMW,X5 ,6480000,2008,120000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Սև,3.0,,6,Լիաքարշակ,4,"20""",,,16.01.2021
Niva,4x4 Urban ,5520000,2020,2700  կմ ,,Ամենագնաց,Մեխանիկական,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,16.01.2021
Kia,Sportage ,7152000,2016,67500  կմ ,4x4,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Սև,2.5,184,4,Լիաքարշակ,4,"17""",,,16.01.2021
Mercedes-Benz,GL 450 ,9120000,2010,140000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Այլ գույն,,,,,,,,,,16.01.2021
Honda,Odyssey ,2592000,2008,100000  կմ ,,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,Մոխրագույն,3.5,,6,Առջևի,5,"17""",,,16.01.2021
GAZ,31105 ,1224000,2006,80000  կմ ,,Սեդան,Մեխանիկական,Ձախ,Գազ,Ոսկեգույն,Սև,1.8,,4,Ետևի,4,"16""",,,16.01.2021
Opel,Astra ,1392000,2000,230000  կմ ,G,Հետչբեք,Մեխանիկական,Ձախ,Գազ,Արծաթագույն,,,,,,,,,,16.01.2021
Nissan,Quest ,2640000,2011,2222  կմ ,Nisan quest mas mas vacharq,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Ձախ,Բենզին,Ոսկեգույն,Բեժ ,3.5,3222,5,Առջևի,4,"27""",,,16.01.2021
Mercedes-Benz,ML 320 ,1776000,1999,240000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,16.01.2021
Toyota,Camry ,6000000,2015,100000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Սև,2.5,,,Առջևի,4,"17""",,,16.01.2021
Nissan,Tiida ,1728000,2006,157000  կմ ,,Հետչբեք,Ավտոմատ,Աջ,Բենզին,Սև,,,,,,,,,,16.01.2021
Honda,Elysion ,3024000,2006,129000  կմ ,2.4 Full,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Ձախ,Գազ,Սպիտակ,,,,,,,,,,16.01.2021
Nissan,Tiida ,1728000,2005,68000  կմ ,,Սեդան,Ավտոմատ,Աջ,Բենզին,Ոսկեգույն,,,,,,,,,,16.01.2021
Opel,Vectra ,960000,1995,318000  կմ ,1.6 prastoy,Հետչբեք,Մեխանիկական,Ձախ,Գազ,Կարմիր,Մոխրագույն,1.6,,4,Առջևի,,,,,16.01.2021
Kia,Forte ,3600000,2015,76000  մղոն ,1.8 L,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,16.01.2021
Land Rover,Range Rover Sport ,7200000,2008,195000  կմ ,4.4 L,Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Սև,,,,,,,,,,16.01.2021
Nissan,Pathfinder ,4080000,2006,126000  մղոն ,4.0 L,Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Սպիտակ,,,,,,,,,,16.01.2021
Hyundai,Santa Fe ,3936000,2008,150000  կմ ,2.7,Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Սպիտակ,Բեժ ,2.7,189,6,Լիաքարշակ,4,"18""",,,16.01.2021
Volkswagen,Vento ,780000,1997,190000  կմ ,CLX,Սեդան,Մեխանիկական,Ձախ,Գազ,Կանաչ,Մոխրագույն,1.6,101,4,Առջևի,4,"14""",,,16.01.2021
BMW,525 ,Պայ,2004,23000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Գազ,Կարմիր,,,,,,,,,,16.01.2021
Opel,Zafira ,1968000,2002,191000  կմ ,1.8 Z MATOR FARSONKA GAZ,Ունիվերսալ,Մեխանիկական,Ձախ,Գազ,Արծաթագույն,,,,,,,,,,16.01.2021
Honda,Elysion ,Պայ,2007,108000  կմ ,2.4 MATOR HEXUK GAZ,Ունիվերսալ,Ավտոմատ,Ձախ,Գազ,Սպիտակ,,,,,,,,,,16.01.2021
Land Rover,Freelander ,3936000,2008,155000  կմ ,3.2,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,16.01.2021
Volkswagen,Touareg ,7440000,2011,140000  կմ ,Nor bevac,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,16.01.2021
VAZ(Lada),2107 ,1344000,2010,59000  կմ ,,Սեդան,Մեխանիկական,Ձախ,Գազ,Կանաչ,,,,,,,,,,16.01.2021
Ford,Explorer ,5760000,2009,140000  կմ ,Nor bervac,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,16.01.2021
VAZ(Lada),2107 ,1296000,2009,41000  կմ ,2107,Սեդան,Մեխանիկական,Ձախ,Բենզին,Սմբկագույն,Սև,1.5,72,4,Ետևի,4,"13""",,,16.01.2021
Lexus,GX 470 ,7680000,2005,158000  կմ ,PRADO,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Բեժ ,4.0,249,,,4,"17""",,,16.01.2021
Honda,Accord ,5520000,2014,60000  մղոն ,3.5 EXL,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,16.01.2021
Ford,Explorer ,4896000,2010,100000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Բեժ ,4.0,220,6,Լիաքարշակ,4,"17""",,,16.01.2021
Toyota,Camry ,13104000,2019,15000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,16.01.2021
Honda,CR-V ,1824000,1998,225000  կմ ,2.0 pratoy mator,Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Կապույտ,,,,,,,,,,16.01.2021
Mini,Countryman ,4752000,2011,100000  կմ ,"ANTERI VIJAK, PANARAMA ,FULL",Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Սև,1.6,,,Առջևի,,,,,16.01.2021
Lexus,IS 250 ,4272000,2010,161000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,16.01.2021
Toyota,Camry ,5659200,2014,46200  մղոն ,Original vazq. SE,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,16.01.2021
VAZ(Lada),2101 ,600000,1975,65000  կմ ,,Սեդան,Մեխանիկական,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,16.01.2021
BMW,525 ,3600000,2007,280000  կմ ,E60,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,16.01.2021
BMW,428 ,Պայ,2015,40000  կմ ,"M4 Performance, Gran Coupe (ՇՏԱՊ",Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,16.01.2021
Mercedes-Benz,E 350 ,3600000,2007,150000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,16.01.2021
Mercedes-Benz,C 250 ,Պայ,2012,85000  կմ ,1.8 turbo,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,16.01.2021
Mercedes-Benz,G 500 ,12000000,2002,260000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Սև,5.0,,4,,,,,,16.01.2021
Niva,2121 ,3168000,2017,71000  կմ ,,Ամենագնաց,Մեխանիկական,Ձախ,Բենզին,Սպիտակ,,1.8,,,Լիաքարշակ,1,,,,16.01.2021
Kia,Optima ,3312000,2013,115000  կմ ,"MAQUR 2013 TIV , ANTERI VIJAK",Սեդան,Ավտոմատ,Ձախ,Բենզին,Այլ գույն,,2.4,,,Առջևի,,"17""",,,16.01.2021
BMW,323 ,4080000,2007,54000  կմ ,JAPAN 323I FULL,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Սև,2.5,190,,,4,"17""",,,16.01.2021
Hyundai,Ioniq ,4608000,2019,9847  մղոն ,LIMITED,Սեդան,Ավտոմատ,Ձախ,Հիբրիդ,Սպիտակ,,,,,,,,,,16.01.2021
Nissan,March ,1155000,2004,179000  կմ ,,Սեդան,Վարիատոր,Աջ,Բենզին,Սպիտակ,,,,,,,,,,16.01.2021
Mazda,6 ,4272000,2015,96000  կմ ,2014-2015 sport,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,16.01.2021
Mercedes-Benz,C 300 ,4800000,2008,84000  կմ ,"SEV SALON ,FULL, AMG",Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,Սև,,,,Ետևի,,"17""",,,16.01.2021
Opel,Astra ,1536000,2000,174000  կմ ,,Հետչբեք,Մեխանիկական,Ձախ,Գազ,Կապույտ,,,,,,,,,,16.01.2021
Honda,Accord ,1776000,2002,240000  կմ ,,Սեդան,Ավտոմատ,Աջ,Գազ,Արծաթագույն,,2.4,200,,Առջևի,,"17""",,,16.01.2021
Ford,Fusion ,3696000,2014,107000  կմ ,SHTAP PRASTOY MATOR,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,16.01.2021
Lexus,RX 350 ,11520000,2015,76000  կմ ,"3.5 Շատ Շտապ, Փոխանակում",Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,Սև,3.5,277,,Լիաքարշակ,5,"18""",,,16.01.2021
Volkswagen,Transporter ,1440000,2007,123456  կմ ,Transporter t5,Ֆուրգոն,Մեխանիկական,Ձախ,Դիզել,Սև,,,,,,,,,,16.01.2021
BMW,328 ,6864000,2013,200000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Ոսկեգույն,,,,,,,,,,16.01.2021
Opel,Astra ,1008000,1999,185000  կմ ,"1,6 prastoy mator",Հետչբեք,Մեխանիկական,Ձախ,Գազ,Արծաթագույն,Սև,1.6,75,4,Առջևի,4,"15""",,,16.01.2021
Mercedes-Benz,E 320 ,2880000,2003,185000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,3.2,,,,,,,,16.01.2021
Mercedes-Benz,S 500 Coupe ,30720000,2015,70000  կմ ,edition 1,Կուպե,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,16.01.2021
BMW,330 ,3360000,2005,270000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,16.01.2021
Nissan,Teana ,Պայ,2003,200000  կմ ,2.3 mator,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,16.01.2021
Mercedes-Benz,S 500 ,5520000,2005,215000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Գազ,Սև,,,,,,,,,,16.01.2021
Mercedes-Benz,CLS 500 ,4560000,2009,101000  մղոն ,AMG restail,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,16.01.2021
Hyundai,Sonata ,2616000,2010,123000  մղոն ,Spitak markarit,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,16.01.2021
PAZ,Այլ/Օther ,528000,2005,120000  կմ ,,,Մեխանիկական,Ձախ,Բենզին,Դեղին,,,,,,,,,,16.01.2021
Volkswagen,Touareg ,2736000,2004,303000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Սև,Շագանակագույն,4.2,310,8,Լիաքարշակ,5,"20""",,,16.01.2021
Lexus,GX 470 ,6048000,2004,132000  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Սև,,,,,,,,,,16.01.2021
Mercedes-Benz,CLS 350 ,5040000,2006,137000  կմ ,JAPAN FULL,Սեդան,Ավտոմատ,Ձախ,Բենզին,Բալագույն,Սև,3.5,272,6,Ետևի,4,"18""",,,16.01.2021
BMW,328 ,3744000,2010,105000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,,,,,,,,,16.01.2021
Mercedes-Benz,C 240 ,2016000,1999,240000  կմ ,AMG C240,Սեդան,Ավտոմատ,Ձախ,Գազ,Կապույտ,,,,,,,,,,16.01.2021
Mercedes-Benz,E 350 ,4416000,2007,120000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,16.01.2021
Volkswagen,Vento ,504000,1992,270000  կմ ,,Սեդան,Մեխանիկական,Ձախ,Գազ,Կապույտ,,,,,,,,,,16.01.2021
Lexus,LX 570 ,20400000,2008,188000  կմ ,5.7,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,Մոխրագույն,5.7,,8,Լիաքարշակ,5,"20""",,,16.01.2021
Toyota,Rav 4 ,1824000,2002,250  կմ ,Airtrek,Ամենագնաց,Ավտոմատ,Աջ,Գազ,Արծաթագույն,,2.0,136,4,Լիաքարշակ,,,,,16.01.2021
Honda,CR-V ,2160000,2001,109000  կմ ,AMERIKANKA,Ունիվերսալ,Մեխանիկական,Ձախ,Գազ,Սպիտակ,,,,,,,,,,16.01.2021
Mercedes-Benz,E 350 ,3360000,2006,238000  կմ ,E350,Սեդան,Ավտոմատ,Ձախ,Բենզին,Բեժ,Բեժ ,3.5,272,6,Ետևի,5,"18""",,,16.01.2021
Toyota,Corolla ,Պայ,2015,97000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,16.01.2021
VAZ(Lada),2112 ,700000,2006,200000  կմ ,,Հետչբեք,Մեխանիկական,Ձախ,Գազ,Այլ գույն,,,,,,,,,,16.01.2021
BMW,328 ,2832000,2008,130000  մղոն ,2.8 L,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,16.01.2021
Toyota,Land Cruiser Prado ,11376000,2010,138000  կմ ,ԳՆՎԵԼ Է TOYOTA EREVAN ԱՎՏՈՍՐԱՀԻՑ,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սև,Սև,2.7,163,4,Լիաքարշակ,4,"17""",,,16.01.2021
Mercedes-Benz,C 280 ,3072000,2007,127000  մղոն ,3.0 L,Սեդան,Ավտոմատ,Ձախ,Գազ,Արծաթագույն,Սև,,239,6,Ետևի,,,,,16.01.2021
Mercedes-Benz,C 240 ,2448000,2007,94000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Գազ,Սև,,,,,,,,,,16.01.2021
Ford,Fusion ,3456000,2014,155000  կմ ,2.5,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,Բեժ ,2.5,175,6,Առջևի,5,"16""",,,16.01.2021
Toyota,Alphard ,4224000,2007,87000  կմ ,3.0,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,16.01.2021
Nissan,X-Trail ,2328000,2006,174000  կմ ,2.0,Ամենագնաց,Ավտոմատ,Փոխված աջից ձախ,Բենզին,Կապույտ,,,,,,,,,,16.01.2021
Toyota,Prius ,11040000,2018,27500  կմ ,Prime,Հետչբեք,Ավտոմատ,Ձախ,Հիբրիդ,Արծաթագույն,Սև,1.8,98,4,Առջևի,5,"15""",,,16.01.2021
Toyota,Camry ,4800000,2012,129000  կմ ,Se,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Սև,2.5,172,4,Առջևի,4,"18""",,,16.01.2021
Toyota,Camry ,4272000,2011,145000  կմ ,Նոր բերած ԱՄՆ- ից,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,Սև,2.5,,,,,,,,16.01.2021
Hyundai,Tucson ,5184000,2012,76000  մղոն ,"2.4 DOHC,2WD,",Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,16.01.2021
Hyundai,Tucson ,4704000,2010,63000  մղոն ,"2.4 DOHC,2WD,",Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,16.01.2021
Chevrolet,Volt ,1680000,2011,130000  մղոն ,2011 CHEVROLET VOLT,Սեդան,Ավտոմատ,Ձախ,Էլեկտրական,Սև,Սև,1.4,86,,Առջևի,5,,,,16.01.2021
Hyundai,Sonata ,3264000,2010,124000  կմ ,IDEALAKAN VICHAK,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,16.01.2021
BMW,M5 ,7440000,2013,137000  կմ ,535i,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,Սև,,,,Ետևի,,,,,16.01.2021
Lexus,IS 350 ,4800000,2006,121000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,16.01.2021
Mercedes-Benz,S 350 ,7200000,2007,118000  կմ ,japan,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,16.01.2021
Kia,Forte ,3552000,2014,79000  մղոն ,FULL,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,Մոխրագույն,1.8,144,4,Առջևի,4,"16""",,,16.01.2021
Lexus,GX 470 ,7200000,2004,214000  մղոն ,4.7 V8,Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Սև,Բեժ ,4.7,238,8,Լիաքարշակ,5,"17""",,,16.01.2021
Toyota,Corolla ,6960000,2017,60000  կմ ,1.8 Sport,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Այլ գույն,,,,,,,,,,16.01.2021
Opel,Astra ,1550000,1999,200000  կմ ,,Հետչբեք,Մեխանիկական,Ձախ,Գազ,Կարմիր,,,,,,,,,,16.01.2021
Toyota,Camry ,Պայ,2013,89000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,16.01.2021
BMW,528 ,3360000,2008,120000  կմ ,528 i,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,16.01.2021
BMW,330 ,2400000,2006,365000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Բեժ ,3.0,,6,Ետևի,5,"17""",,,16.01.2021
Toyota,Alphard ,3552000,2008,125000  կմ ,"model 2008 2,4 litr",Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Ձախ,Բենզին,Սև,Սև,2.4,170,4,Առջևի,4,"17""",,,16.01.2021
Mercedes-Benz,B 180 ,3696000,2011,42000  կմ ,W245  Restayl,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,16.01.2021
Honda,Accord ,2976000,2009,160  մղոն ,"2,4",Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,16.01.2021
Opel,Zafira ,1440000,1998,200000  կմ ,,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Ձախ,Գազ,Սպիտակ,,,,,,,,,,16.01.2021
Toyota,Camry ,4800000,2013,106000  մղոն ,2.5 SE,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,16.01.2021
Toyota,Alphard ,3504000,2007,109000  կմ ,"3,0 4x4 model 2007",Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Բեժ ,3.0,,6,Լիաքարշակ,4,"17""",,,15.01.2021
Hyundai,Elantra ,3696000,2013,102000  մղոն ,1.8 doch,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.01.2021
Kia,Forte ,2976000,2012,50000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Գազ,Սև,Սև,2.0,,,,4,"15""",,,15.01.2021
VAZ(Lada),2170 Priora ,1728000,2008,94000  կմ ,,Սեդան,Մեխանիկական,Ձախ,Բենզին,Սև,,,,,,,,,,15.01.2021
Mazda,Atenza ,1920000,2004,140000  կմ ,,Հետչբեք,Ավտոմատ,Աջ,Բենզին,Մոխրագույն,Մոխրագույն,2.3,178,4,Առջևի,5,"17""",,,15.01.2021
Opel,Vectra B ,1000000,1998,210  կմ ,,Սեդան,Մեխանիկական,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,15.01.2021
Toyota,Camry ,4752000,2012,80000  մղոն ,Sport,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,15.01.2021
Mercedes-Benz,CLS 350 ,5040000,2004,141000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.01.2021
Mercedes-Benz,E 350 ,3456000,2006,240000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,Սպիտակ,3.5,272,2,Ետևի,5,"17""",,,15.01.2021
Toyota,Corolla ,4416000,2011,134600  կմ ,"1,8S",Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Սև,1.8,132,4,Առջևի,4,"16""",,,15.01.2021
Toyota,Land Cruiser Prado ,15360000,2014,105000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Դիզել,Սպիտակ,,3.0,,4,Լիաքարշակ,,,,,15.01.2021
Mercedes-Benz,B 170 ,2640000,2006,67700  կմ ,B 170,Հետչբեք,Վարիատոր,Փոխված աջից ձախ,Բենզին,Սպիտակ,,1.7,116,,Ետևի,5,"17""",,,15.01.2021
Jeep,Wrangler ,Պայ,2012,1111  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կանաչ,,,,,,,,,,15.01.2021
Mercedes-Benz,Viano ,4080000,2004,130000  կմ ,JAPAN,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Աջ,Բենզին,Սպիտակ,,,,,,,,,,15.01.2021
BMW,530 ,2400000,2001,219000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.01.2021
BMW,X5 ,14880000,2015,78000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,15.01.2021
Opel,Vectra B ,1000000,1998,210000  կմ ,,Սեդան,Մեխանիկական,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,15.01.2021
Mercedes-Benz,E 320 ,2688000,1997,46000  կմ ,JAPAN,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,Սև,3.2,224,6,Ետևի,5,"16""",,,15.01.2021
VAZ(Lada),2107 ,1440000,2011,64000  կմ ,NORMAL,Սեդան,Մեխանիկական,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,15.01.2021
Mercedes-Benz,E 350 ,6240000,2010,163000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.01.2021
Mercedes-Benz,E 320 ,3600000,2002,110000  կմ ,3.2 japan,Սեդան,Ավտոմատ,Ձախ,Գազ,Արծաթագույն,,,,,,,,,,15.01.2021
Opel,Astra ,624000,1998,250000  կմ ,Opel astra g 1.6,Հետչբեք,Մեխանիկական,Ձախ,Գազ,Կապույտ,,1.6,75,8,Առջևի,4,"15""",,,15.01.2021
Hyundai,Elantra ,3792000,2013,79000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Շագանակագույն,Սև,1.8,150,4,Առջևի,4,"17""",,,15.01.2021
Hyundai,Elantra ,3840000,2015,41000  մղոն ,Restyling,Կաբրիոլետ / Ռոդսթեր,Ավտոմատ,Ձախ,Գազ,Սև,Մոխրագույն,1.8,145,4,Առջևի,,"16""",,,15.01.2021
Toyota,Camry ,5760000,2014,76000  կմ ,SE 08/14,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.01.2021
Opel,Vectra B ,1392000,2000,201000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,15.01.2021
Toyota,Camry ,5472000,2012,95000  մղոն ,"2,5 XLE",Սեդան,Ավտոմատ,Ձախ,Բենզին,Այլ գույն,,,,,,,,,,15.01.2021
Ford,Focus ,3120000,2013,57777  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,15.01.2021
Toyota,Rav 4 ,6624000,2012,80000  մղոն ,"ՇՏԱՊ,4x4,ՀԵՂՈՒԿ ԳԱԶ",Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Մոխրագույն,,2.5,,6,Լիաքարշակ,4,,,,15.01.2021
Opel,Zafira ,2256000,2005,287000  կմ ,,Ունիվերսալ,Մեխանիկական,Ձախ,Գազ,Սև,Մոխրագույն,1.8,140,,Առջևի,,,,,15.01.2021
Kia,Optima ,3216000,2011,67500  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,15.01.2021
Jeep,Wrangler ,8880000,2007,150000  կմ ,JK Sahara,Ամենագնաց,Մեխանիկական,Ձախ,Բենզին,Սև,Սև,3.8,200,6,Լիաքարշակ,3,"17""",,,15.01.2021
Opel,Corsa ,768000,1999,130000  կմ ,Opel Corsa Blue Coupe,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Կապույտ,Մոխրագույն,1.2,65,4,Առջևի,3,"15""",,,15.01.2021
Toyota,Land Cruiser 200 ,17040000,2014,77000  կմ ,4.0,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,Լիաքարշակ,,,,,15.01.2021
Toyota,Corolla ,5280000,2015,50000  մղոն ,1.8,Սեդան,Վարիատոր,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,15.01.2021
Hyundai,Sonata ,3840000,2015,116000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,,,,,,,,,15.01.2021
Mercedes-Benz,C 200 ,2880000,1999,95210  կմ ,Avantgarde,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,Սև,2.0,136,4,Ետևի,,"15""",,,15.01.2021
Mazda,CX5 ,6192000,2020,32137  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,2.5,,,,,,,,15.01.2021
